1620151260000,54076.35000000,54106.31000000,54030.00000000,54097.43000000,79.69521700,1620151319999,4308349.31073796,1869,53.93412700,2915679.62823023,0
1620151320000,54097.43000000,54259.61000000,54097.43000000,54250.00000000,110.94632700,1620151379999,6013763.89184525,3318,61.88791500,3354486.84276837,0
1620151380000,54250.01000000,54289.99000000,54242.14000000,54275.51000000,68.31639500,1620151439999,3707151.51371725,2159,29.14410700,1581546.76965630,0
1620151440000,54275.51000000,54307.83000000,54270.01000000,54297.16000000,51.91904800,1620151499999,2818760.31793214,1648,25.01263300,1358019.32726647,0
1620151500000,54297.16000000,54315.78000000,54158.42000000,54221.99000000,84.46382400,1620151559999,4579161.29190956,2131,31.00594900,1680938.37985146,0
1620151560000,54223.55000000,54239.62000000,54158.51000000,54214.56000000,43.44338500,1620151619999,2354616.28290115,1569,20.67797800,1120707.17286228,0
1620151620000,54214.56000000,54293.57000000,54214.55000000,54271.97000000,26.30547200,1620151679999,1427403.71838237,1194,13.73790300,745456.58408259,0
1620151680000,54271.97000000,54271.98000000,54180.63000000,54234.16000000,47.62800800,1620151739999,2582575.88341587,1660,20.76275400,1125763.73916860,0
1620151740000,54234.15000000,54270.30000000,54211.79000000,54245.70000000,47.75493500,1620151799999,2590075.93925600,1640,26.86599100,1457113.07446994,0
1620151800000,54245.70000000,54245.70000000,54151.02000000,54182.22000000,36.85847200,1620151859999,1997792.40660234,1352,11.70997300,634749.28195378,0
1620151860000,54182.21000000,54245.00000000,54161.67000000,54195.77000000,45.49628200,1620151919999,2465655.19454770,1543,22.45021800,1216734.47147289,0
1620151920000,54195.77000000,54207.65000000,54140.00000000,54195.38000000,42.27466600,1620151979999,2289708.04619260,1392,18.06334100,978369.33734990,0
1620151980000,54195.37000000,54226.37000000,54176.21000000,54216.00000000,22.00956700,1620152039999,1193098.73759099,1007,13.19434500,715248.81475566,0
1620152040000,54216.00000000,54238.73000000,54171.04000000,54238.72000000,31.73104700,1620152099999,1720054.53483080,1108,17.53960400,950824.55549975,0
1620152100000,54238.71000000,54238.72000000,54164.66000000,54179.06000000,44.39926700,1620152159999,2406268.81960076,1441,22.40165300,1214110.06848333,0
1620152160000,54179.05000000,54210.52000000,54120.77000000,54155.60000000,34.44538800,1620152219999,1865379.28999164,1411,11.72897700,635137.78806214,0
1620152220000,54155.60000000,54193.30000000,54110.00000000,54111.00000000,40.53170500,1620152279999,2195242.64896219,1487,18.07911300,979310.27191319,0
1620152280000,54111.00000000,54150.23000000,54034.00000000,54034.00000000,44.54283400,1620152339999,2409458.47117392,1524,16.12807300,872453.35323378,0
1620152340000,54034.00000000,54110.38000000,54001.74000000,54098.81000000,52.25276800,1620152399999,2824684.94709441,1579,18.05324100,976035.33832057,0
1620152400000,54098.82000000,54136.11000000,54090.94000000,54096.38000000,27.30045800,1620152459999,1477310.55119847,1175,12.75756500,690381.17853917,0
1620152460000,54096.37000000,54107.09000000,54045.17000000,54045.17000000,30.65784100,1620152519999,1657861.86096440,1067,8.65634700,468045.80667940,0
1620152520000,54045.18000000,54059.57000000,53985.34000000,54016.58000000,51.31995300,1620152579999,2772077.39017669,1993,19.82724000,1070954.35306492,0
1620152580000,54012.30000000,54082.67000000,54012.29000000,54072.71000000,32.80797900,1620152639999,1773704.45224918,1130,20.58777000,1113052.22421301,0
1620152640000,54072.72000000,54141.55000000,54072.71000000,54138.81000000,35.84980900,1620152699999,1939754.05422565,1272,21.62981700,1170288.80639834,0
1620152700000,54135.69000000,54135.69000000,54088.56000000,54104.35000000,38.06166000,1620152759999,2059518.58203943,941,18.91916200,1023644.08084340,0
1620152760000,54104.34000000,54104.35000000,54033.12000000,54068.90000000,22.07333200,1620152819999,1193361.30971107,1097,9.59675200,518826.32630543,0
1620152820000,54068.90000000,54224.00000000,54068.89000000,54202.51000000,40.46989800,1620152879999,2192050.06910375,1407,20.09413600,1088162.68725965,0
1620152880000,54202.51000000,54220.00000000,54115.04000000,54149.69000000,39.58862700,1620152939999,2144812.24123425,1500,21.69493200,1175345.06493030,0
1620152940000,54139.01000000,54150.95000000,54100.00000000,54140.00000000,31.03166500,1620152999999,1679504.37265330,1142,11.89819700,643971.79289305,0
1620153000000,54140.00000000,54231.33000000,54138.37000000,54213.86000000,30.87214400,1620153059999,1673106.40526551,1322,16.30772600,883652.15787486,0
1620153060000,54213.87000000,54224.69000000,54159.31000000,54172.50000000,58.54133900,1620153119999,3172481.49516102,1626,22.74416900,1232648.79931933,0
1620153120000,54172.51000000,54191.10000000,54157.33000000,54183.59000000,51.92716900,1620153179999,2813247.31195422,1707,23.75675800,1287059.71036733,0
1620153180000,54183.60000000,54198.98000000,54176.86000000,54193.12000000,48.78305300,1620153239999,2643432.24239137,1659,29.66958200,1607749.63638945,0
1620153240000,54193.11000000,54247.93000000,54176.86000000,54180.01000000,46.16184800,1620153299999,2502319.33727236,1394,17.73745200,961530.69183960,0
1620153300000,54180.00000000,54201.08000000,54100.00000000,54114.74000000,42.03603000,1620153359999,2276406.69779846,1364,14.53028600,786785.06187189,0
1620153360000,54114.74000000,54149.53000000,54063.01000000,54149.52000000,51.40335700,1620153419999,2780774.29091271,1577,19.23602600,1040679.39526754,0
1620153420000,54149.52000000,54344.70000000,54138.61000000,54334.11000000,69.64692700,1620153479999,3779730.35371506,2073,42.04474200,2281797.34333820,0
1620153480000,54334.11000000,54384.75000000,54325.14000000,54334.31000000,61.22712600,1620153539999,3328454.81635429,1658,32.70670900,1778108.54642222,0
1620153540000,54334.31000000,54354.58000000,54300.00000000,54327.48000000,48.96777800,1620153599999,2660276.49503712,1340,18.07344100,981891.01313144,0
1620153600000,54327.47000000,54327.48000000,54263.10000000,54326.32000000,42.04863600,1620153659999,2283229.37084999,1365,17.83349200,968327.57208429,0
1620153660000,54326.31000000,54491.88000000,54320.02000000,54452.55000000,104.14157300,1620153719999,5666936.34448604,2433,58.26670600,3170632.90934237,0
1620153720000,54452.54000000,54650.00000000,54443.16000000,54615.16000000,232.03406000,1620153779999,12660731.64167309,4931,116.01823700,6329312.30752975,0
